cod_municipio_ibge,nome,uf,nome_norm
4302238,Boa Vista do Incra,RS,boa vista do incra
4302253,Boa Vista do Sul,RS,boa vista do sul
4302303,Bom Jesus,RS,bom jesus
4302352,Bom Princípio,RS,bom principio
4302378,Bom Progresso,RS,bom progresso
4302402,Bom Retiro do Sul,RS,bom retiro do sul
4302451,Boqueirão do Leão,RS,boqueirao do leao
4302501,Bossoroca,RS,bossoroca
4302584,Bozano,RS,bozano
4302600,Braga,RS,braga
4302659,Brochier,RS,brochier
4302709,Butiá,RS,butia
4302808,Caçapava do Sul,RS,cacapava do sul
4302907,Cacequi,RS,cacequi
4303004,Cachoeira do Sul,RS,cachoeira do sul
4303103,Cachoeirinha,RS,cachoeirinha
4303202,Cacique Doble,RS,cacique doble
4303301,Caibaté,RS,caibate
4303400,Caiçara,RS,caicara
4303509,Camaquã,RS,camaqua
4303558,Camargo,RS,camargo
4303608,Cambará do Sul,RS,cambara do sul
4303673,Campestre da Serra,RS,campestre da serra
4303707,Campina das Missões,RS,campina das missoes
4303806,Campinas do Sul,RS,campinas do sul
4303905,Campo Bom,RS,campo bom
4304002,Campo Novo,RS,campo novo
4304101,Campos Borges,RS,campos borges
4304200,Candelária,RS,candelaria
4304309,Cândido Godói,RS,candido godoi
4304358,Candiota,RS,candiota
4304408,Canela,RS,canela
4304507,Canguçu,RS,cangucu
4304606,Canoas,RS,canoas
4304614,Canudos do Vale,RS,canudos do vale
4304622,Capão Bonito do Sul,RS,capao bonito do sul
4304630,Capão da Canoa,RS,capao da canoa
4304655,Capão do Cipó,RS,capao do cipo
4304663,Capão do Leão,RS,capao do leao
4304689,Capela de Santana,RS,capela de santana
4304697,Capitão,RS,capitao
4304671,Capivari do Sul,RS,capivari do sul
4304713,Caraá,RS,caraa
4304705,Carazinho,RS,carazinho
4304804,Carlos Barbosa,RS,carlos barbosa
4304853,Carlos Gomes,RS,carlos gomes
4304903,Casca,RS,casca
4304952,Caseiros,RS,caseiros
4305009,Catuípe,RS,catuipe
4305108,Caxias do Sul,RS,caxias do sul
4305116,Centenário,RS,centenario
